PassengerId,Name,HomePlanet,Destination,CryoSleep,Cabin,Age,Classe_Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Argent_Total,Famille,Transported
0012_01,Justie Pooles,Earth,TRAPPIST-1e,False,,31.0,Adulte,False,32.0,0.0,876.0,0.0,0.0,908.0,False,False
0014_01,Flats Eccle,Mars,55 Cancri e,False,F/3/P,27.0,Jeune,False,1286.0,122.0,0.0,0.0,0.0,1408.0,False,False
0015_01,Carry Hughriend,Earth,55 Cancri e,False,F/4/P,24.0,Jeune,False,0.0,1.0,0.0,0.0,637.0,638.0,False,False
0016_01,Alus Upead,Mars,TRAPPIST-1e,True,F/5/P,45.0,Adulte,False,0.0,0.0,0.0,0.0,0.0,0.0,False,True
0017_01,Lyde Brighttt,Earth,TRAPPIST-1e,False,G/0/P,77.0,Inconnu,False,0.0,0.0,0.0,0.0,0.0,0.0,False,True
0017_02,Philda Brighttt,Earth,55 Cancri e,False,F/6/P,14.0,Enfant,False,412.0,0.0,1.0,0.0,679.0,1092.0,False,False
0020_01,Almary Brantuarez,Earth,TRAPPIST-1e,True,E/0/S,1.0,Enfant,False,0.0,0.0,0.0,0.0,0.0,0.0,True,False
0020_02,Glendy Brantuarez,Earth,55 Cancri e,True,E/0/S,49.0,Adulte,False,0.0,0.0,0.0,0.0,0.0,0.0,True,False
0020_03,Mollen Mcfaddennon,Earth,55 Cancri e,True,E/0/S,29.0,Jeune,False,0.0,0.0,0.0,0.0,0.0,0.0,True,False
0020_04,Breney Jacostanley,Earth,TRAPPIST-1e,False,E/0/S,10.0,Enfant,False,0.0,0.0,0.0,0.0,0.0,0.0,True,True
0020_05,Mael Brantuarez,Earth,PSO J318.5-22,True,E/0/S,1.0,Enfant,False,0.0,0.0,0.0,0.0,0.0,0.0,True,False
0020_06,Terta Mcfaddennon,Earth,TRAPPIST-1e,False,E/0/S,7.0,Enfant,False,0.0,0.0,0.0,0.0,0.0,0.0,False,False
0022_01,,Mars,TRAPPIST-1e,False,D/0/P,21.0,Jeune,False,980.0,2.0,69.0,0.0,0.0,1051.0,False,False
0024_01,Penton Fullided,Europa,TRAPPIST-1e,True,C/2/S,62.0,Vieux,False,0.0,0.0,0.0,0.0,0.0,0.0,False,True
0025_01,Karard Brookenson,Earth,TRAPPIST-1e,False,F/6/S,15.0,Enfant,False,0.0,225.0,0.0,998.0,0.0,1223.0,False,False
0026_01,Anyoni Unconary,Europa,55 Cancri e,False,C/0/P,34.0,Adulte,False,22.0,6073.0,0.0,1438.0,328.0,7861.0,False,False
0028_01,Ceros Mare,Mars,TRAPPIST-1e,False,F/8/P,43.0,Adulte,False,1125.0,0.0,136.0,48.0,0.0,1309.0,False,False
0030_01,Ginia Morsentley,Earth,TRAPPIST-1e,False,G/4/S,32.0,Adulte,False,0.0,850.0,81.0,437.0,453.0,1821.0,False,False
0031_01,Coobix Datie,Mars,TRAPPIST-1e,False,F/9/P,47.0,Adulte,False,214.0,0.0,1411.0,0.0,1229.0,2854.0,True,True
0031_02,Cinets Datie,Mars,TRAPPIST-1e,False,F/9/P,2.0,Enfant,False,0.0,0.0,0.0,0.0,0.0,0.0,True,True
0031_03,Dontch Datie,Mars,TRAPPIST-1e,False,F/9/P,20.0,Jeune,False,0.0,0.0,1750.0,990.0,0.0,2740.0,False,True
0034_01,Ziba Oingwhedly,Europa,55 Cancri e,True,D/1/S,28.0,Jeune,False,0.0,0.0,0.0,0.0,0.0,0.0,False,True
0035_01,Luse Butte,Mars,55 Cancri e,False,D/1/P,23.0,Jeune,False,784.0,964.0,0.0,951.0,0.0,2699.0,False,False
0036_01,Marina Leodger,Earth,55 Cancri e,False,F/8/S,15.0,Enfant,,0.0,492.0,48.0,20.0,401.0,961.0,False,False
0038_01,Loise Wheelez,Earth,55 Cancri e,False,F/10/S,20.0,Jeune,False,554.0,195.0,0.0,2606.0,0.0,3355.0,False,False
0039_01,Jorgie Batthewitt,Earth,55 Cancri e,True,G/1/P,30.0,Adulte,False,0.0,0.0,0.0,0.0,0.0,0.0,False,False
0041_01,Margia Moodsey,Earth,TRAPPIST-1e,True,G/2/P,17.0,Enfant,False,0.0,0.0,0.0,0.0,0.0,0.0,False,True
0043_01,Ankalik Cylistrand,Europa,TRAPPIST-1e,False,B/3/P,45.0,Adulte,False,0.0,164.0,45.0,2511.0,855.0,3575.0,False,False
0044_01,Jodye Coopelandez,Earth,TRAPPIST-1e,True,G/3/P,55.0,Vieux,False,0.0,0.0,0.0,0.0,0.0,0.0,True,False
0044_02,Kayne Coopelandez,Earth,55 Cancri e,True,G/3/P,4.0,Enfant,False,0.0,0.0,0.0,0.0,0.0,0.0,True,True
0044_03,Cassa Coopelandez,Earth,PSO J318.5-22,True,G/3/P,21.0,Jeune,False,0.0,0.0,0.0,0.0,0.0,0.0,False,True
0045_01,Zelowl Chmad,Mars,TRAPPIST-1e,False,F/10/P,21.0,Jeune,False,970.0,0.0,180.0,0.0,64.0,1214.0,True,False
0045_02,Mass Chmad,Mars,,True,F/10/P,19.0,Jeune,False,0.0,0.0,0.0,0.0,0.0,0.0,False,True
0050_01,Sony Lancis,Earth,55 Cancri e,False,E/1/S,35.0,Adulte,False,790.0,0.0,0.0,0.0,0.0,790.0,False,False
0051_01,Vivia Johnshines,Earth,TRAPPIST-1e,False,E/2/S,56.0,Vieux,False,0.0,112.0,0.0,1379.0,127.0,1618.0,False,False
0052_01,Elaney Hubbarton,Earth,TRAPPIST-1e,False,G/6/S,42.0,Inconnu,False,4.0,0.0,2.0,4683.0,0.0,4689.0,False,False
0053_01,Elson Hickerson,Earth,TRAPPIST-1e,False,F/11/S,25.0,Jeune,False,0.0,0.0,1938.0,0.0,1.0,1939.0,False,True
0056_01,Okulas Tractive,Europa,TRAPPIST-1e,False,A/1/S,2.0,Enfant,False,0.0,0.0,0.0,0.0,0.0,0.0,True,True
0056_02,Instab Tractive,Europa,TRAPPIST-1e,True,A/1/S,38.0,Adulte,False,0.0,0.0,0.0,0.0,0.0,0.0,True,True
0056_03,Zinoces Tractive,Europa,TRAPPIST-1e,False,A/1/S,27.0,Jeune,False,279.0,605.0,3374.0,286.0,3.0,4547.0,False,True
0058_01,Warry Ayalazquez,Earth,PSO J318.5-22,True,G/7/S,36.0,Adulte,False,0.0,0.0,0.0,0.0,0.0,0.0,False,False
0061_01,Shanya Salez,Earth,TRAPPIST-1e,False,F/12/S,22.0,Jeune,False,45.0,1096.0,148.0,1377.0,1.0,2667.0,False,False
0062_01,Sterry Greeves,Earth,TRAPPIST-1e,False,F/13/S,62.0,Vieux,False,0.0,592.0,0.0,17.0,25.0,634.0,False,False
0064_01,,Mars,TRAPPIST-1e,True,F/14/S,15.0,Enfant,False,0.0,0.0,0.0,0.0,0.0,0.0,False,True
0064_02,Colatz Keen,,TRAPPIST-1e,True,E/3/S,33.0,Adulte,False,0.0,0.0,0.0,0.0,0.0,0.0,False,True
0066_01,Diandy Pecketton,Earth,TRAPPIST-1e,False,G/6/P,62.0,Vieux,False,1.0,153.0,197.0,0.0,460.0,811.0,False,False
0067_01,Ninaha Leeves,Earth,PSO J318.5-22,True,G/10/S,39.0,Inconnu,False,0.0,0.0,0.0,0.0,0.0,0.0,True,True
0067_02,Celine Leeves,Earth,TRAPPIST-1e,False,G/10/S,18.0,Jeune,False,1.0,258.0,446.0,0.0,0.0,705.0,False,True
0067_03,Velyne Leeves,Earth,55 Cancri e,False,F/15/S,21.0,Jeune,False,1946.0,37.0,0.0,0.0,24.0,2007.0,False,False
0068_01,Cinst Binie,Mars,TRAPPIST-1e,False,E/4/S,33.0,Inconnu,False,793.0,0.0,2.0,253.0,0.0,1048.0,False,False
0069_01,,Earth,TRAPPIST-1e,False,F/16/S,42.0,Adulte,False,887.0,0.0,9.0,6.0,0.0,902.0,False,True
0070_01,Meremy Brighttt,Earth,TRAPPIST-1e,False,F/13/P,19.0,Jeune,False,190.0,0.0,5.0,1.0,726.0,922.0,False,False
0071_01,Nelly Dillines,Earth,TRAPPIST-1e,False,F/14/P,17.0,Enfant,False,16.0,2165.0,0.0,0.0,52.0,2233.0,False,False
0072_01,Thell Brantuarez,Earth,TRAPPIST-1e,False,F/17/S,14.0,Enfant,False,0.0,1.0,0.0,0.0,1063.0,1064.0,False,False
0073_01,Gorn Make,Mars,PSO J318.5-22,False,D/3/P,37.0,Adulte,False,46.0,83.0,738.0,0.0,12.0,879.0,False,False
0074_01,Aldibah Mostedry,Europa,TRAPPIST-1e,False,C/3/S,42.0,Adulte,False,1.0,8397.0,0.0,0.0,506.0,8904.0,False,True
0076_01,Conk Dal,Mars,TRAPPIST-1e,False,F/18/S,27.0,Jeune,False,147.0,0.0,1018.0,0.0,0.0,1165.0,False,True
0077_01,Pon Blité,Mars,TRAPPIST-1e,False,F/15/P,28.0,Jeune,False,14.0,0.0,1295.0,0.0,0.0,1309.0,False,True
0078_01,Spuri Pokerheed,Europa,TRAPPIST-1e,False,C/4/S,38.0,Adulte,False,0.0,5840.0,0.0,321.0,9654.0,15815.0,False,False
0081_01,Dellie Vinozarks,Earth,TRAPPIST-1e,True,G/13/S,13.0,Enfant,False,0.0,0.0,0.0,0.0,0.0,0.0,False,False
0082_01,Totse Datte,Mars,TRAPPIST-1e,False,F/16/P,42.0,Adulte,False,7406.0,0.0,0.0,0.0,0.0,7406.0,True,False
0082_02,Eaturs Datte,Mars,TRAPPIST-1e,True,F/16/P,2.0,Enfant,False,0.0,0.0,0.0,0.0,0.0,0.0,True,True
0082_03,,Mars,TRAPPIST-1e,False,F/16/P,8.0,Enfant,False,0.0,0.0,0.0,0.0,0.0,0.0,False,True
0084_01,Coren Coopezmaney,Earth,TRAPPIST-1e,False,G/14/S,24.0,Jeune,False,688.0,0.0,0.0,0.0,17.0,705.0,False,True
0085_01,Furudah Ellcefulve,Europa,TRAPPIST-1e,True,C/5/S,40.0,Adulte,False,0.0,0.0,0.0,0.0,0.0,0.0,False,True
0086_01,Jodye Kinson,Earth,TRAPPIST-1e,False,F/17/P,43.0,Adulte,False,211.0,0.0,0.0,638.0,513.0,1362.0,False,False
0088_01,Stmeal Sacre,Mars,PSO J318.5-22,True,E/5/S,45.0,Adulte,False,0.0,0.0,0.0,0.0,0.0,0.0,False,True
0090_01,Heremy Santry,Earth,TRAPPIST-1e,True,G/15/S,35.0,Adulte,False,0.0,0.0,0.0,0.0,0.0,0.0,False,True
0091_01,Deanne Yorkland,Earth,TRAPPIST-1e,True,G/16/S,26.0,Jeune,False,0.0,0.0,0.0,0.0,0.0,0.0,False,True
0091_02,Tinez Yorkland,Earth,TRAPPIST-1e,False,F/20/S,27.0,Jeune,False,1.0,697.0,31.0,188.0,0.0,917.0,False,False
0092_01,Gracy Dunnisey,Earth,TRAPPIST-1e,False,G/9/P,19.0,Jeune,False,0.0,0.0,670.0,1.0,34.0,705.0,True,False
0092_02,Stald Hewson,Earth,TRAPPIST-1e,True,G/9/P,28.0,Inconnu,False,0.0,0.0,0.0,0.0,0.0,0.0,True,True
0092_03,Tiney Hewson,Earth,TRAPPIST-1e,True,G/9/P,3.0,Enfant,False,0.0,0.0,0.0,0.0,0.0,0.0,False,True
0097_01,Alchium Fictful,Europa,TRAPPIST-1e,False,A/2/S,54.0,Vieux,False,0.0,1208.0,0.0,3.0,637.0,1848.0,False,False
0098_01,Doria Carezquez,Earth,TRAPPIST-1e,False,G/11/P,26.0,Jeune,False,0.0,856.0,5.0,32.0,0.0,893.0,True,False
0098_02,Leence Carezquez,Earth,TRAPPIST-1e,False,G/11/P,26.0,Jeune,False,0.0,2811.0,957.0,0.0,87.0,3855.0,False,True
0099_01,Aliey Leetersoney,Earth,PSO J318.5-22,False,F/19/P,23.0,Jeune,False,311.0,427.0,526.0,37.0,0.0,1301.0,False,False
0099_02,Thewis Connelson,Earth,TRAPPIST-1e,,G/12/P,2.0,Enfant,False,0.0,0.0,0.0,0.0,0.0,0.0,False,True
0101_01,Book Trad,Mars,TRAPPIST-1e,True,,31.0,Adulte,False,0.0,0.0,0.0,0.0,0.0,0.0,False,True
0102_01,Ritany Holson,Earth,TRAPPIST-1e,False,F/23/S,18.0,Jeune,False,0.0,0.0,0.0,830.0,91.0,921.0,False,False
0103_01,Arlen Mclainez,Earth,TRAPPIST-1e,False,F/24/S,24.0,Jeune,False,0.0,0.0,0.0,0.0,17.0,17.0,False,True
0103_02,Shaele Mclainez,Earth,55 Cancri e,True,G/18/S,9.0,Enfant,False,0.0,0.0,0.0,0.0,0.0,0.0,True,True
0103_03,Fanne Mclainez,Earth,TRAPPIST-1e,True,G/18/S,6.0,Enfant,False,0.0,0.0,0.0,0.0,0.0,0.0,False,False
0105_01,Carry Cleachrand,Earth,TRAPPIST-1e,,F/21/P,27.0,Jeune,False,0.0,0.0,570.0,2.0,131.0,703.0,False,False
0107_01,Coobix Hart,Mars,TRAPPIST-1e,False,D/2/S,21.0,Jeune,False,1743.0,5.0,17.0,0.0,0.0,1765.0,False,False
0108_01,Natald Handertiz,Earth,TRAPPIST-1e,True,G/19/S,23.0,Jeune,False,0.0,0.0,0.0,0.0,0.0,0.0,True,False
0108_02,,Earth,TRAPPIST-1e,False,G/19/S,31.0,Adulte,False,562.0,0.0,326.0,0.0,0.0,888.0,True,False
0108_03,Oline Handertiz,Earth,TRAPPIST-1e,False,G/19/S,17.0,Inconnu,,0.0,0.0,0.0,0.0,0.0,0.0,False,True
0110_01,Graviph Aloubtled,Europa,TRAPPIST-1e,False,,32.0,Adulte,False,0.0,410.0,6.0,3929.0,764.0,5109.0,False,False
0110_02,Aldeba Bootious,Europa,TRAPPIST-1e,,B/5/P,40.0,Adulte,False,0.0,331.0,0.0,0.0,1687.0,2018.0,True,False
0110_03,Alaratz Aloubtled,Europa,TRAPPIST-1e,False,B/5/P,42.0,Adulte,False,2209.0,11418.0,0.0,1868.0,445.0,15940.0,True,True
0110_04,Izark Aloubtled,Europa,TRAPPIST-1e,True,B/5/P,28.0,Jeune,False,0.0,0.0,0.0,0.0,0.0,0.0,False,True
0111_01,Aldera Supred,Europa,TRAPPIST-1e,True,E/6/S,29.0,Jeune,False,0.0,0.0,0.0,0.0,0.0,0.0,False,True
0112_01,Moth Cowtale,Europa,55 Cancri e,False,B/1/S,48.0,Adulte,True,0.0,2537.0,87.0,17.0,13.0,2654.0,False,True
0113_01,Idary Carvis,Earth,TRAPPIST-1e,False,F/23/P,64.0,Vieux,False,0.0,0.0,804.0,0.0,0.0,804.0,False,True
0114_01,Maura Beckerson,Earth,TRAPPIST-1e,False,G/20/S,27.0,Jeune,False,82.0,157.0,429.0,238.0,1.0,907.0,False,False
0115_01,Rohs Pead,Mars,TRAPPIST-1e,,F/24/P,26.0,Jeune,False,0.0,0.0,0.0,0.0,0.0,0.0,False,True
0116_01,Alhenah Suptive,Europa,TRAPPIST-1e,False,D/4/P,33.0,Adulte,False,1.0,2223.0,0.0,12.0,404.0,2640.0,False,True
0119_01,Batan Coning,,TRAPPIST-1e,False,A/0/P,39.0,Adulte,False,0.0,2344.0,0.0,65.0,6898.0,9307.0,True,False
0119_02,Kleeiak Coning,Europa,TRAPPIST-1e,True,A/0/P,13.0,Enfant,False,0.0,0.0,0.0,0.0,0.0,0.0,False,True
0120_01,Bees Sacre,Mars,TRAPPIST-1e,True,F/25/P,24.0,Jeune,False,0.0,0.0,0.0,0.0,0.0,0.0,False,True
0122_01,Shelle Hayder,Earth,TRAPPIST-1e,False,G/21/S,29.0,Jeune,False,0.0,0.0,0.0,699.0,74.0,773.0,False,False
0123_01,Iree Fielson,Earth,TRAPPIST-1e,False,F/27/P,18.0,Jeune,False,55.0,597.0,49.0,0.0,1.0,702.0,False,False
0126_01,Milly Mish,Mars,TRAPPIST-1e,True,F/27/S,67.0,Vieux,False,0.0,0.0,0.0,0.0,0.0,0.0,False,True
0127_01,Miloss Mesty,Mars,TRAPPIST-1e,False,E/7/S,35.0,Adulte,False,701.0,0.0,296.0,0.0,25.0,1022.0,False,False
0128_01,Grohs Fles,Mars,TRAPPIST-1e,False,D/3/S,61.0,Vieux,True,2353.0,334.0,9.0,316.0,2.0,3014.0,False,False
0128_02,Barave Fles,Mars,TRAPPIST-1e,False,E/8/S,45.0,Adulte,False,2103.0,6.0,0.0,0.0,0.0,2109.0,False,False
0129_01,Race Fowles,Earth,PSO J318.5-22,True,G/22/S,22.0,Jeune,False,0.0,0.0,0.0,0.0,0.0,0.0,False,True
0133_01,Flynx Blie,Mars,TRAPPIST-1e,True,F/29/S,19.0,Jeune,False,0.0,0.0,0.0,0.0,0.0,0.0,False,True
0133_02,Egrasp Blie,Mars,TRAPPIST-1e,False,D/5/S,36.0,Adulte,False,2738.0,0.0,0.0,0.0,0.0,2738.0,False,False
0134_01,Camina Harmontry,Earth,TRAPPIST-1e,False,G/17/P,19.0,Jeune,False,0.0,14.0,730.0,0.0,0.0,744.0,False,True
0136_01,,Earth,PSO J318.5-22,False,G/23/S,47.0,Adulte,False,97.0,418.0,126.0,25.0,55.0,721.0,False,False
0138_01,Fayene Gambs,Earth,TRAPPIST-1e,True,G/18/P,13.0,Enfant,False,0.0,0.0,0.0,0.0,0.0,0.0,False,True
0138_02,Monah Gambs,Earth,,False,E/5/P,34.0,Adulte,False,0.0,22.0,0.0,564.0,207.0,793.0,False,False
0139_01,Charda Myling,Europa,55 Cancri e,True,C/6/S,35.0,Adulte,False,0.0,0.0,0.0,0.0,0.0,0.0,False,True
0140_01,Evaley Mejiaddox,Earth,TRAPPIST-1e,True,G/19/P,24.0,Jeune,False,0.0,0.0,0.0,0.0,0.0,0.0,False,True
0140_02,Verney Whitakers,Earth,TRAPPIST-1e,False,F/29/P,26.0,Jeune,False,440.0,0.0,0.0,0.0,462.0,902.0,False,False
0141_01,Pyrohs Harte,Mars,TRAPPIST-1e,False,F/30/P,31.0,Adulte,False,0.0,0.0,97.0,0.0,0.0,97.0,False,False
0144_01,Guadae Dayers,Earth,TRAPPIST-1e,False,F/31/S,20.0,Jeune,False,0.0,420.0,210.0,0.0,0.0,630.0,False,True
0146_01,Verly Wolferguson,Earth,TRAPPIST-1e,False,G/25/S,56.0,Vieux,False,0.0,0.0,0.0,0.0,0.0,0.0,False,False
0147_01,Samie Hubbarrison,Earth,TRAPPIST-1e,True,G/26/S,50.0,Vieux,False,0.0,0.0,0.0,0.0,0.0,0.0,False,True
0148_01,Corsh Pashe,Mars,TRAPPIST-1e,False,F/31/P,42.0,Adulte,False,1072.0,0.0,10.0,0.0,76.0,1158.0,False,False
0149_01,Billya Hubbarrison,Earth,55 Cancri e,True,G/27/S,47.0,Inconnu,False,0.0,0.0,0.0,0.0,0.0,0.0,False,True
0151_01,Shanie Simson,Earth,55 Cancri e,True,G/20/P,38.0,Adulte,False,0.0,0.0,0.0,0.0,0.0,0.0,False,False
0152_01,Andan Estron,Earth,,False,F/32/P,41.0,Adulte,False,0.0,0.0,0.0,0.0,607.0,607.0,False,False
0160_01,Gory Atkinney,Earth,TRAPPIST-1e,False,G/22/P,22.0,Jeune,False,4119.0,0.0,0.0,0.0,61.0,4180.0,False,False
0163_01,Kabiton Hetforhaft,Europa,TRAPPIST-1e,True,B/8/P,26.0,Jeune,False,0.0,0.0,0.0,0.0,0.0,0.0,True,True
0163_02,Scharab Hetforhaft,Europa,TRAPPIST-1e,True,B/8/P,17.0,Enfant,False,0.0,0.0,0.0,0.0,0.0,0.0,False,True
0164_01,Fany Hutchinton,Earth,TRAPPIST-1e,False,G/28/S,57.0,Vieux,False,50.0,1688.0,0.0,0.0,135.0,1873.0,True,True
0164_02,Ianya Hutchinton,Earth,PSO J318.5-22,True,G/28/S,17.0,Enfant,False,0.0,0.0,0.0,0.0,0.0,0.0,False,False
0165_01,Graven Anche,Mars,TRAPPIST-1e,True,F/37/P,35.0,Adulte,,0.0,0.0,0.0,0.0,0.0,0.0,False,True
0167_01,Miten Floaf,Mars,TRAPPIST-1e,True,F/35/S,13.0,Enfant,False,0.0,0.0,0.0,0.0,0.0,0.0,True,True
0167_02,Rios Floaf,Mars,TRAPPIST-1e,False,F/35/S,27.0,Jeune,False,1365.0,0.0,48.0,22.0,137.0,1572.0,False,False
0169_01,Wandy Fisherry,Earth,TRAPPIST-1e,True,G/23/P,31.0,Adulte,False,0.0,0.0,0.0,0.0,0.0,0.0,False,False
0170_01,Mollie Mcmahoney,Earth,TRAPPIST-1e,False,E/10/S,24.0,Jeune,False,0.0,0.0,0.0,221.0,567.0,788.0,False,False
0171_01,Coracy Gordanieves,Earth,PSO J318.5-22,True,G/30/S,19.0,Jeune,False,0.0,0.0,0.0,0.0,0.0,0.0,False,True
0172_01,Hanna Johnshines,Earth,TRAPPIST-1e,True,G/24/P,32.0,Adulte,False,0.0,0.0,0.0,0.0,0.0,0.0,False,True
0173_01,Hilip Grifford,Earth,TRAPPIST-1e,,E/11/S,58.0,Vieux,False,0.0,985.0,0.0,5.0,0.0,990.0,False,True
0174_01,Doryn Lambles,Earth,55 Cancri e,False,F/38/P,21.0,Jeune,False,287.0,0.0,16.0,115.0,175.0,593.0,False,False
0177_01,Toperon Iniouser,Europa,TRAPPIST-1e,False,B/2/S,38.0,Adulte,False,0.0,10346.0,1.0,14970.0,2111.0,27428.0,False,False
0178_01,Wees Knik,Mars,TRAPPIST-1e,False,D/6/S,38.0,Adulte,False,3414.0,0.0,161.0,28.0,119.0,3722.0,False,False
0179_01,Elaney Webstephrey,Earth,TRAPPIST-1e,False,G/26/P,19.0,Jeune,False,1.0,219.0,673.0,2.0,11.0,906.0,True,True
0179_02,Raque Webstephrey,Earth,TRAPPIST-1e,False,G/26/P,6.0,Inconnu,False,0.0,0.0,0.0,0.0,0.0,0.0,True,False
0179_03,Sallyl Webstephrey,Earth,TRAPPIST-1e,False,G/26/P,3.0,Enfant,False,0.0,0.0,0.0,0.0,0.0,0.0,False,True
0181_01,Nancis Brighttt,Earth,TRAPPIST-1e,False,G/27/P,20.0,Jeune,False,0.0,0.0,3.0,299.0,92.0,394.0,False,False
0182_01,Ksorab Disight,Europa,TRAPPIST-1e,True,C/3/P,24.0,Jeune,False,0.0,0.0,0.0,0.0,0.0,0.0,False,True
0183_01,Stany Weaves,Earth,TRAPPIST-1e,False,F/36/S,37.0,Adulte,False,17.0,146.0,426.0,0.0,232.0,821.0,False,True
0186_01,Camiet Shephendry,Earth,TRAPPIST-1e,False,G/28/P,25.0,Jeune,False,62.0,0.0,0.0,0.0,956.0,1018.0,False,False
0188_01,Branda Romez,Earth,TRAPPIST-1e,True,G/31/S,56.0,Vieux,False,0.0,0.0,0.0,0.0,0.0,0.0,False,True
0189_01,Helly Booters,Earth,55 Cancri e,False,E/8/P,49.0,Adulte,False,84.0,3.0,401.0,202.0,98.0,788.0,False,False
0190_01,,Earth,55 Cancri e,True,G/32/S,11.0,Enfant,False,0.0,0.0,0.0,0.0,0.0,0.0,False,False
0192_01,Tance Adavisons,Earth,TRAPPIST-1e,True,G/29/P,1.0,Enfant,False,0.0,0.0,0.0,0.0,0.0,0.0,True,True
0192_02,Robyny Adavisons,Earth,TRAPPIST-1e,False,G/29/P,8.0,Enfant,False,0.0,0.0,0.0,0.0,0.0,0.0,True,False
0192_03,Lilace Adavisons,Earth,TRAPPIST-1e,False,G/29/P,39.0,Adulte,False,0.0,0.0,10.0,898.0,0.0,908.0,False,False
0193_01,Sps Raf,Mars,TRAPPIST-1e,True,F/41/P,2.0,Enfant,False,0.0,0.0,0.0,0.0,0.0,0.0,True,True
0193_02,Frook Raf,Mars,TRAPPIST-1e,False,F/41/P,23.0,Jeune,False,0.0,0.0,8.0,1072.0,0.0,1080.0,True,False
0193_03,Goles Raf,Mars,TRAPPIST-1e,False,F/41/P,27.0,Inconnu,False,0.0,0.0,0.0,0.0,0.0,0.0,False,True
0195_01,Bar Floaf,Mars,TRAPPIST-1e,False,F/42/P,39.0,Adulte,False,406.0,0.0,867.0,0.0,0.0,1273.0,False,True
0196_01,Caper Emead,Mars,PSO J318.5-22,False,D/5/P,25.0,Jeune,False,1052.0,0.0,719.0,0.0,7.0,1778.0,False,False
0197_01,Astrak Dissper,Europa,TRAPPIST-1e,False,C/5/P,36.0,Adulte,False,0.0,972.0,0.0,795.0,575.0,2342.0,False,False
0198_01,Jeroy Cookson,Earth,PSO J318.5-22,,G/30/P,52.0,Vieux,False,0.0,0.0,0.0,0.0,0.0,0.0,False,True
0199_01,Regana Morrows,Earth,TRAPPIST-1e,True,G/33/S,18.0,Jeune,False,0.0,0.0,0.0,0.0,0.0,0.0,False,False
0200_01,Elia Colomonson,Earth,TRAPPIST-1e,True,G/31/P,15.0,Enfant,False,0.0,0.0,0.0,0.0,0.0,0.0,False,True
0201_01,Kaffias Bacistion,Europa,TRAPPIST-1e,True,B/3/S,35.0,Adulte,False,0.0,0.0,0.0,0.0,0.0,0.0,True,True
0201_02,Edaruma Bacistion,Europa,TRAPPIST-1e,True,B/3/S,47.0,Adulte,False,0.0,0.0,0.0,0.0,0.0,0.0,False,True
0202_01,Pomera Embleng,Europa,55 Cancri e,True,B/9/P,45.0,Adulte,False,0.0,0.0,0.0,0.0,0.0,0.0,False,True
0202_02,Vegas Embleng,Europa,55 Cancri e,False,A/2/P,11.0,Inconnu,False,0.0,2433.0,0.0,878.0,443.0,3754.0,False,True
